Number,City,Gender,Age,Income,Illness
134710,San Diego,Male,41,110261,No
134711,San Diego,Female,44,92143,No
134712,San Diego,Male,59,79175,No
134713,San Diego,Male,28,115742,No
134714,San Diego,Male,37,100302,No
134715,San Diego,Female,49,101125,No
134716,San Diego,Female,37,97301,No
134717,San Diego,Male,38,93690,No
134718,San Diego,Female,41,97536,No
134719,San Diego,Male,27,101650,No
134720,San Diego,Female,50,98274,No
134721,San Diego,Male,41,114080,No
134722,San Diego,Male,55,100547,No
134723,San Diego,Male,28,107953,No
134724,San Diego,Male,29,117499,No
134725,San Diego,Male,53,97992,No
134726,San Diego,Male,28,97169,No
134727,San Diego,Male,27,113121,No
134728,San Diego,Male,57,108696,No
134729,San Diego,Female,36,90872,No
134730,San Diego,Male,32,107275,No
134731,San Diego,Male,59,106559,No
134732,San Diego,Female,27,105610,No
134733,San Diego,Male,62,91244,No
134734,San Diego,Male,37,101891,No
134735,San Diego,Male,43,85604,No
134736,San Diego,Female,49,95764,No
134737,San Diego,Female,58,97048,No
134738,San Diego,Male,44,77520,No
134739,San Diego,Female,39,88473,No
134740,San Diego,Female,54,109206,No
134741,San Diego,Male,62,98119,No
134742,San Diego,Female,36,102421,No
134743,San Diego,Male,25,117864,No
134744,San Diego,Female,59,99641,No
134745,San Diego,Female,49,100757,No
134746,San Diego,Male,44,88379,No
134747,San Diego,Male,60,103304,No
134748,San Diego,Female,39,110746,No
134749,San Diego,Male,49,109495,No
134750,San Diego,Female,48,114493,Yes
134751,San Diego,Male,44,86765,No
134752,San Diego,Female,56,84463,No
134753,San Diego,Female,51,103967,Yes
134754,San Diego,Female,44,90851,No
134755,San Diego,Male,58,94066,No
134756,San Diego,Male,26,99356,No
134757,San Diego,Male,38,104489,No
134758,San Diego,Female,55,101841,No
134759,San Diego,Male,61,105129,No
134760,San Diego,Male,56,94078,No
134761,San Diego,Male,38,111193,No
134762,San Diego,Female,58,87878,No
134763,San Diego,Female,40,101095,No
134764,San Diego,Female,27,104493,No
134765,San Diego,Female,53,99320,No
134766,San Diego,Male,36,100354,No
134767,San Diego,Female,25,108236,No
134768,San Diego,Male,63,105393,No
134769,San Diego,Male,59,112997,No
134770,San Diego,Female,43,92382,No
134771,San Diego,Female,25,109439,No
134772,San Diego,Male,63,122029,Yes
134773,San Diego,Male,53,108843,No
134774,San Diego,Female,39,113926,No
134775,San Diego,Female,44,92457,No
134776,San Diego,Male,64,102077,No
134777,San Diego,Female,53,88905,No
134778,San Diego,Male,50,99123,No
134779,San Diego,Female,27,106253,No
134780,San Diego,Male,48,99222,No
134781,San Diego,Female,29,97369,No
134782,San Diego,Male,26,109699,No
134783,San Diego,Female,61,92957,Yes
134784,San Diego,Female,54,82455,No
134785,San Diego,Female,42,98788,No
134786,San Diego,Female,59,78720,Yes
134787,San Diego,Female,49,79655,No
134788,San Diego,Male,33,92573,No
134789,San Diego,Female,29,125949,No
134790,San Diego,Female,53,106420,No
134791,San Diego,Female,36,102523,No
134792,San Diego,Male,58,99706,No
134793,San Diego,Female,29,98984,No
134794,San Diego,Male,37,104469,No
134795,San Diego,Male,57,108080,No
134796,San Diego,Female,57,82172,No
134797,San Diego,Female,31,84820,No
134798,San Diego,Male,25,108541,No
134799,San Diego,Female,48,99206,No
134800,San Diego,Male,28,104411,No
134801,San Diego,Male,59,105747,No
134802,San Diego,Male,31,104836,No
134803,San Diego,Male,61,114950,No
134804,San Diego,Male,40,89520,No
134805,San Diego,Male,53,107871,No
134806,San Diego,Male,60,115188,No
134807,San Diego,Male,28,114037,No
134808,San Diego,Male,65,100763,No
134809,San Diego,Female,50,93289,No
134810,San Diego,Female,37,82634,No
134811,San Diego,Female,37,102730,No
134812,San Diego,Male,48,105446,No
134813,San Diego,Male,57,107489,No
134814,San Diego,Female,46,90336,No
134815,San Diego,Female,29,87331,No
134816,San Diego,Male,43,108787,Yes
134817,San Diego,Male,60,90323,No
134818,San Diego,Male,45,104154,No
134819,San Diego,Female,63,94431,No
134820,San Diego,Female,26,86487,No
134821,San Diego,Female,52,84072,No
134822,San Diego,Male,52,124474,No
134823,San Diego,Female,56,85011,No
134824,San Diego,Female,36,87926,No
134825,San Diego,Female,28,94885,No
134826,San Diego,Male,56,90952,No
134827,San Diego,Female,65,75062,No
134828,San Diego,Male,25,102948,No
134829,San Diego,Female,64,83547,No
134830,San Diego,Male,28,105196,Yes
134831,San Diego,Female,54,112870,No
134832,San Diego,Female,53,82609,No
134833,San Diego,Female,32,105965,No
134834,San Diego,Male,41,97567,No
134835,San Diego,Male,42,112811,No
134836,San Diego,Female,59,77253,No
134837,San Diego,Male,42,102104,No
134838,San Diego,Male,50,109645,No
134839,San Diego,Female,28,77873,No
134840,San Diego,Male,50,95765,No
134841,San Diego,Female,45,96442,No
134842,San Diego,Male,52,111061,No
134843,San Diego,Male,45,106975,No
134844,San Diego,Female,30,102683,No
134845,San Diego,Male,33,98977,No
134846,San Diego,Male,41,110447,No
134847,San Diego,Male,33,121497,No
134848,San Diego,Male,42,103055,No
134849,San Diego,Female,43,94786,No
134850,San Diego,Male,48,104927,No
134851,San Diego,Female,42,83163,No
134852,San Diego,Male,58,108956,No
134853,San Diego,Female,28,99373,No
134854,San Diego,Male,29,119151,No
134855,San Diego,Male,58,108574,Yes
134856,San Diego,Female,42,89173,No
134857,San Diego,Male,51,97424,No
134858,San Diego,Male,44,96362,No
134859,San Diego,Male,42,105250,No
134860,San Diego,Female,51,97766,No
134861,San Diego,Male,51,108240,No
134862,San Diego,Female,45,93413,No
134863,San Diego,Female,28,106013,No
134864,San Diego,Female,57,82114,No
134865,San Diego,Male,48,94666,No
134866,San Diego,Female,29,95732,No
134867,San Diego,Female,45,86892,No
134868,San Diego,Female,40,110792,No
134869,San Diego,Male,41,107339,No
134870,San Diego,Male,61,90130,No
134871,San Diego,Female,35,96567,Yes
134872,San Diego,Female,61,79132,No
134873,San Diego,Female,28,100337,No
134874,San Diego,Male,51,95689,No
134875,San Diego,Male,47,94005,No
134876,San Diego,Male,60,113823,No
134877,San Diego,Male,37,98448,No
134878,San Diego,Male,54,116220,No
134879,San Diego,Male,34,107143,No
134880,San Diego,Female,38,94625,No
134881,San Diego,Male,45,100613,No
134882,San Diego,Male,45,87137,No
134883,San Diego,Female,29,89794,Yes
134884,San Diego,Male,51,103543,No
134885,San Diego,Female,54,100615,No
134886,San Diego,Female,29,88119,No
134887,San Diego,Female,64,90300,No
134888,San Diego,Female,50,93745,No
134889,San Diego,Female,52,86743,No
134890,San Diego,Male,31,87126,No
134891,San Diego,Female,42,104445,No
134892,San Diego,Male,52,117229,No
134893,San Diego,Female,54,87674,No
134894,San Diego,Male,46,106510,No
134895,San Diego,Female,34,96632,No
134896,San Diego,Male,63,106086,No
134897,San Diego,Female,28,79857,No
134898,San Diego,Male,39,90578,No
134899,San Diego,Male,63,105644,No
134900,San Diego,Male,64,107629,No
134901,San Diego,Male,36,120524,Yes
134902,San Diego,Male,50,103951,No
134903,San Diego,Male,59,95936,No
134904,San Diego,Male,52,92620,No
134905,San Diego,Female,39,93626,No
134906,San Diego,Male,54,97241,No
134907,San Diego,Male,61,121727,No
134908,San Diego,Male,52,114881,Yes
134909,San Diego,Male,41,90753,No
134910,San Diego,Female,57,99524,No
134911,San Diego,Female,61,103560,No
134912,San Diego,Female,55,82953,No
134913,San Diego,Female,40,91758,No
134914,San Diego,Male,27,94309,No
134915,San Diego,Female,55,85160,No
134916,San Diego,Female,55,79453,No
134917,San Diego,Male,51,101368,No
134918,San Diego,Female,45,94055,No
134919,San Diego,Male,40,91245,No
134920,San Diego,Male,30,85246,Yes
134921,San Diego,Female,49,99150,No
134922,San Diego,Male,25,111360,No
134923,San Diego,Female,58,105813,No
134924,San Diego,Male,50,102936,No
134925,San Diego,Male,58,112306,No
134926,San Diego,Male,42,97885,No
134927,San Diego,Male,48,87580,No
134928,San Diego,Male,43,102218,No
134929,San Diego,Male,27,93661,No
134930,San Diego,Male,57,111252,No
134931,San Diego,Male,27,112894,No
134932,San Diego,Male,47,93919,No
134933,San Diego,Female,30,92371,No
134934,San Diego,Male,27,83066,Yes
134935,San Diego,Male,53,109972,No
134936,San Diego,Male,58,83567,No
134937,San Diego,Female,28,96713,No
134938,San Diego,Female,28,92332,No
134939,San Diego,Male,60,98958,No
134940,San Diego,Female,50,95442,Yes
134941,San Diego,Male,39,89175,No
134942,San Diego,Male,61,120532,No
134943,San Diego,Male,53,117575,No
134944,San Diego,Male,55,117193,No
134945,San Diego,Male,53,107306,No
134946,San Diego,Female,52,93978,No
134947,San Diego,Male,60,103613,No
134948,San Diego,Male,32,111436,No
134949,San Diego,Male,40,95038,Yes
134950,San Diego,Female,52,99967,No
134951,San Diego,Female,52,82347,No
134952,San Diego,Female,60,91333,No
134953,San Diego,Male,60,97031,No
134954,San Diego,Male,49,108940,No
134955,San Diego,Female,58,116996,No
134956,San Diego,Male,51,100110,No
134957,San Diego,Male,52,109584,No
134958,San Diego,Male,26,101073,No
134959,San Diego,Female,60,106415,No
134960,San Diego,Male,53,105938,No
134961,San Diego,Male,64,115164,No
134962,San Diego,Male,60,121342,No
134963,San Diego,Male,30,100284,No
134964,San Diego,Male,49,84698,No
134965,San Diego,Male,54,111299,No
134966,San Diego,Female,48,76172,No
134967,San Diego,Male,26,107998,No
134968,San Diego,Male,63,87223,No
134969,San Diego,Male,46,107919,No
134970,San Diego,Female,46,91891,No
134971,San Diego,Male,34,102124,No
134972,San Diego,Male,32,103012,No
134973,San Diego,Female,39,89407,No
134974,San Diego,Male,39,100770,No
134975,San Diego,Male,59,97896,No
134976,San Diego,Female,33,95975,No
134977,San Diego,Male,56,102774,No
134978,San Diego,Female,42,103632,No
134979,San Diego,Female,64,104028,No
134980,San Diego,Female,58,80296,No
134981,San Diego,Male,37,110257,No
134982,San Diego,Male,33,86018,No
134983,San Diego,Female,59,116060,No
134984,San Diego,Female,60,88918,No
134985,San Diego,Female,29,91598,No
134986,San Diego,Male,56,90744,No
134987,San Diego,Female,28,102748,No
134988,San Diego,Male,47,122044,No
134989,San Diego,Female,31,81608,No
134990,San Diego,Male,33,97763,No
134991,San Diego,Male,26,88546,No
134992,San Diego,Male,32,93164,Yes
134993,San Diego,Male,35,77589,No
134994,San Diego,Male,61,109485,No
134995,San Diego,Male,48,101071,No
134996,San Diego,Male,29,115462,No
134997,San Diego,Male,30,95090,No
134998,San Diego,Male,32,121712,No
134999,San Diego,Male,57,106748,No
135000,San Diego,Male,64,94948,No
135001,San Diego,Male,58,99543,No
135002,San Diego,Female,30,102443,No
135003,San Diego,Male,57,125182,No
135004,San Diego,Female,54,92732,No
135005,San Diego,Female,46,79569,No
135006,San Diego,Female,40,92629,No
135007,San Diego,Female,56,103047,No
135008,San Diego,Male,51,115916,No
135009,San Diego,Male,56,112985,No
135010,San Diego,Female,60,101376,No
135011,San Diego,Male,46,128907,No
135012,San Diego,Male,64,98699,No
135013,San Diego,Female,60,92692,No
135014,San Diego,Female,29,93882,No
135015,San Diego,Male,55,102273,No
135016,San Diego,Female,58,103885,No
135017,San Diego,Female,32,83223,No
135018,San Diego,Female,60,96371,No
135019,San Diego,Male,39,109772,No
135020,San Diego,Male,30,101437,No
135021,San Diego,Female,56,85435,No
135022,San Diego,Male,51,120917,No
135023,San Diego,Female,29,96941,No
135024,San Diego,Male,55,104858,No
135025,San Diego,Female,47,94701,Yes
135026,San Diego,Male,26,109296,No
135027,San Diego,Male,63,111232,No
135028,San Diego,Male,37,120512,No
135029,San Diego,Female,36,104363,No
135030,San Diego,Male,37,107804,Yes
135031,San Diego,Male,39,95645,No
135032,San Diego,Male,42,104506,No
135033,San Diego,Male,45,119190,No
135034,San Diego,Male,29,108963,No
135035,San Diego,Male,40,127798,No
135036,San Diego,Female,49,87931,No
135037,San Diego,Male,38,97746,No
135038,San Diego,Male,34,98872,No
135039,San Diego,Female,30,104857,No
135040,San Diego,Male,52,87915,No
135041,San Diego,Female,43,78559,No
135042,San Diego,Female,49,91456,No
135043,San Diego,Male,37,108016,No
135044,San Diego,Female,35,99131,No
135045,San Diego,Female,51,109065,No
135046,San Diego,Male,47,107293,No
135047,San Diego,Female,40,99897,No
135048,San Diego,Female,35,101643,No
135049,San Diego,Female,46,91258,No
135050,San Diego,Female,38,115149,No
135051,San Diego,Female,64,114763,No
135052,San Diego,Male,55,96007,No
135053,San Diego,Female,64,92667,No
135054,San Diego,Female,37,92444,No
135055,San Diego,Male,51,102028,No
135056,San Diego,Female,41,86182,Yes
135057,San Diego,Male,35,104535,No
135058,San Diego,Female,55,98044,Yes
135059,San Diego,Male,38,94369,No
135060,San Diego,Male,30,107024,No
135061,San Diego,Female,31,89830,No
135062,San Diego,Female,25,93311,No
135063,San Diego,Female,27,95169,No
135064,San Diego,Male,56,101120,Yes
135065,San Diego,Male,30,85913,No
135066,San Diego,Male,47,95382,No
135067,San Diego,Male,57,109234,No
135068,San Diego,Female,50,73012,No
135069,San Diego,Female,27,80800,No
135070,San Diego,Male,52,118734,No
135071,San Diego,Male,37,122313,No
135072,San Diego,Male,58,101438,No
135073,San Diego,Male,64,88587,Yes
135074,San Diego,Male,64,109238,No
135075,San Diego,Male,50,107520,No
135076,San Diego,Female,49,106284,No
135077,San Diego,Female,29,82944,Yes
135078,San Diego,Male,46,93515,No
135079,San Diego,Female,41,80375,No
135080,San Diego,Male,33,105213,No
135081,San Diego,Female,58,102457,No
135082,San Diego,Male,43,108235,No
135083,San Diego,Female,53,74251,Yes
135084,San Diego,Female,34,105403,No
135085,San Diego,Male,43,108039,No
135086,San Diego,Female,61,92954,No
135087,San Diego,Female,59,100440,No
135088,San Diego,Male,34,112241,No
135089,San Diego,Male,40,109622,No
135090,San Diego,Female,53,92701,No
135091,San Diego,Male,38,101993,No
135092,San Diego,Male,51,108113,No
135093,San Diego,Male,34,97760,No
135094,San Diego,Male,56,99984,No
135095,San Diego,Male,28,101462,No
135096,San Diego,Male,48,106771,Yes
135097,San Diego,Male,51,107210,No
135098,San Diego,Female,34,83393,No
135099,San Diego,Male,26,101262,No
135100,San Diego,Male,49,116012,No
135101,San Diego,Female,29,104780,No
135102,San Diego,Male,54,107009,No
135103,San Diego,Female,55,66715,No
135104,San Diego,Male,39,104471,No
135105,San Diego,Female,52,86371,No
135106,San Diego,Male,57,98542,No
135107,San Diego,Female,44,118654,No
135108,San Diego,Male,33,99091,No
135109,San Diego,Male,35,98622,No
135110,San Diego,Female,42,105766,No
135111,San Diego,Female,26,110046,No
135112,San Diego,Female,63,91490,No
135113,San Diego,Male,53,112527,No
135114,San Diego,Male,60,107793,No
135115,San Diego,Male,41,97836,No
135116,San Diego,Male,49,99889,Yes
135117,San Diego,Female,31,105456,No
135118,San Diego,Female,35,89268,Yes
135119,San Diego,Female,39,90793,No
135120,San Diego,Female,58,107157,No
135121,San Diego,Female,64,107195,No
135122,San Diego,Male,46,126860,No
135123,San Diego,Female,33,88191,No
135124,San Diego,Female,63,110031,No
135125,San Diego,Male,45,103659,No
135126,San Diego,Male,37,99128,No
135127,San Diego,Female,41,82989,No
135128,San Diego,Male,44,96599,No
135129,San Diego,Male,45,102391,No
135130,San Diego,Female,41,98014,No
135131,San Diego,Female,35,112388,Yes
135132,San Diego,Male,32,98474,No
135133,San Diego,Male,64,93986,No
135134,San Diego,Male,55,118071,No
135135,San Diego,Female,42,78152,No
135136,San Diego,Female,26,114263,No
135137,San Diego,Female,57,87306,No
135138,San Diego,Male,39,100657,No
135139,San Diego,Male,52,109904,No
135140,San Diego,Female,42,96404,No
135141,San Diego,Female,34,107584,No
135142,San Diego,Female,49,99869,No
135143,San Diego,Male,57,96001,No
135144,San Diego,Male,32,125026,No
135145,San Diego,Female,62,99797,No
135146,San Diego,Male,58,98544,No
135147,San Diego,Female,29,94846,No
135148,San Diego,Male,57,92505,No
135149,San Diego,Male,44,95795,No
135150,San Diego,Male,31,101645,No
135151,San Diego,Female,25,98332,No
135152,San Diego,Female,32,95880,Yes
135153,San Diego,Female,38,106801,No
135154,San Diego,Male,50,114102,Yes
135155,San Diego,Male,28,102382,No
135156,San Diego,Male,64,115527,Yes
135157,San Diego,Male,32,99122,No
135158,San Diego,Female,36,104664,No
135159,San Diego,Male,28,112654,No
135160,San Diego,Male,49,100142,No
135161,San Diego,Male,56,112254,No
135162,San Diego,Male,64,98979,No
135163,San Diego,Male,36,98678,No
135164,San Diego,Male,37,114555,Yes
135165,San Diego,Female,46,111011,No
135166,San Diego,Male,45,97332,No
135167,San Diego,Female,35,115761,No
135168,San Diego,Male,53,101447,Yes
135169,San Diego,Male,34,108496,No
135170,San Diego,Male,36,97225,No
135171,San Diego,Male,46,130808,No
135172,San Diego,Female,56,78775,No
135173,San Diego,Male,36,104985,No
135174,San Diego,Female,51,78682,No
135175,San Diego,Female,55,83980,No
135176,San Diego,Male,61,103675,No
135177,San Diego,Male,56,99593,No
135178,San Diego,Female,43,82956,No
135179,San Diego,Male,40,101093,No
135180,San Diego,Male,42,110332,No
135181,San Diego,Male,54,107501,No
135182,San Diego,Female,59,94250,No
135183,San Diego,Female,56,103659,No
135184,San Diego,Male,31,105833,No
135185,San Diego,Female,44,82730,No
135186,San Diego,Female,54,103670,No
135187,San Diego,Male,31,113044,No
135188,San Diego,Male,42,110561,No
135189,San Diego,Female,63,99068,No
135190,San Diego,Male,59,118604,No
135191,San Diego,Female,47,89133,No
135192,San Diego,Female,64,98423,No
135193,San Diego,Female,40,78085,No
135194,San Diego,Male,39,102914,No
135195,San Diego,Male,33,109325,No
135196,San Diego,Female,27,99884,No
135197,San Diego,Female,62,79964,No
135198,San Diego,Female,60,82467,No
135199,San Diego,Female,30,83447,No
135200,San Diego,Female,31,95715,No
135201,San Diego,Female,54,82055,No
135202,San Diego,Female,28,102937,No
135203,San Diego,Male,64,108273,No
135204,San Diego,Male,28,89365,No
135205,San Diego,Male,38,100790,No
135206,San Diego,Male,64,102341,No
135207,San Diego,Female,43,99919,No
135208,San Diego,Male,34,110396,No
135209,San Diego,Male,45,105543,No
135210,San Diego,Male,33,94664,No
135211,San Diego,Female,61,86061,No
135212,San Diego,Male,45,87599,No
135213,San Diego,Female,34,85840,No
135214,San Diego,Female,54,102375,No
135215,San Diego,Male,62,104862,No
135216,San Diego,Male,28,113067,No
135217,San Diego,Male,37,91625,No
135218,San Diego,Female,27,96374,No
135219,San Diego,Male,55,101479,No
135220,San Diego,Male,38,113857,No
135221,San Diego,Male,62,101606,No
135222,San Diego,Male,47,109476,No
135223,San Diego,Male,60,99218,No
135224,San Diego,Male,28,111925,No
135225,San Diego,Female,46,100479,No
135226,San Diego,Female,62,96542,No
135227,San Diego,Male,25,105727,No
135228,San Diego,Male,52,105461,Yes
135229,San Diego,Female,32,80142,No
135230,San Diego,Male,59,100092,No
135231,San Diego,Male,62,99972,No
135232,San Diego,Male,29,102489,No
135233,San Diego,Female,35,93512,No
135234,San Diego,Male,43,103752,No
135235,San Diego,Male,53,107635,No
135236,San Diego,Male,58,110562,No
135237,San Diego,Male,28,80727,No
135238,San Diego,Female,54,95897,No
135239,San Diego,Male,56,107208,No
135240,San Diego,Female,26,112675,No
135241,San Diego,Female,49,90380,No
135242,San Diego,Male,27,103579,No
135243,San Diego,Female,49,90599,No
135244,San Diego,Male,52,96851,No
135245,San Diego,Male,61,102751,No
135246,San Diego,Female,33,106869,No
135247,San Diego,Female,26,93524,No
135248,San Diego,Male,29,97928,No
135249,San Diego,Female,64,93143,Yes
135250,San Diego,Male,37,115452,No
135251,San Diego,Female,50,93206,No
135252,San Diego,Male,34,95201,No
135253,San Diego,Male,27,96890,No
135254,San Diego,Male,38,99919,No
135255,San Diego,Female,31,81010,No
135256,San Diego,Female,31,103084,No
135257,San Diego,Male,61,101580,No
135258,San Diego,Female,45,105262,No
135259,San Diego,Female,54,106867,No
135260,San Diego,Female,64,93320,No
135261,San Diego,Female,50,72127,No
135262,San Diego,Female,32,95347,Yes
135263,San Diego,Male,61,98906,No
135264,San Diego,Female,59,91401,No
135265,San Diego,Female,35,92272,No
135266,San Diego,Male,42,113056,No
135267,San Diego,Male,57,107265,No
135268,San Diego,Male,54,134469,No
135269,San Diego,Female,62,99440,No
135270,San Diego,Male,48,88949,No
135271,San Diego,Female,59,94608,No
135272,San Diego,Female,60,95048,No
135273,San Diego,Male,64,102966,Yes
135274,San Diego,Male,62,102733,No
135275,San Diego,Male,58,112390,No
135276,San Diego,Female,53,90377,Yes
135277,San Diego,Female,51,109310,Yes
135278,San Diego,Female,26,89049,No
135279,San Diego,Female,49,102346,No
135280,San Diego,Female,37,98804,No
135281,San Diego,Female,50,104818,No
135282,San Diego,Male,55,97381,No
135283,San Diego,Female,37,110384,No
135284,San Diego,Female,38,93570,No
135285,San Diego,Male,41,101983,No
135286,San Diego,Female,32,91204,No
135287,San Diego,Female,33,100143,No
135288,San Diego,Male,47,112633,No
135289,San Diego,Male,40,111271,No
135290,San Diego,Male,53,92063,No
135291,San Diego,Female,46,90470,No
135292,San Diego,Female,49,107445,No
135293,San Diego,Female,50,112100,No
135294,San Diego,Female,63,102152,No
135295,San Diego,Female,41,98419,No
135296,San Diego,Female,39,86872,No
135297,San Diego,Male,57,104782,No
135298,San Diego,Female,34,88814,No
135299,San Diego,Male,34,104418,No
135300,San Diego,Male,61,111242,No
135301,San Diego,Male,56,112007,No
135302,San Diego,Male,64,114074,No
135303,San Diego,Female,49,93923,No
135304,San Diego,Female,41,93443,No
135305,San Diego,Female,40,100852,No
135306,San Diego,Female,62,88897,No
135307,San Diego,Male,30,99589,No
135308,San Diego,Male,37,88652,No
135309,San Diego,Male,37,105267,No
135310,San Diego,Female,31,101229,No
135311,San Diego,Male,35,110870,No
135312,San Diego,Male,53,112836,No
135313,San Diego,Male,57,114724,No
135314,San Diego,Male,58,116865,No
135315,San Diego,Male,41,100787,No
135316,San Diego,Male,41,89163,No
135317,San Diego,Female,54,104521,Yes
135318,San Diego,Male,48,91958,No
135319,San Diego,Male,56,83113,No
135320,San Diego,Female,60,96077,No
135321,San Diego,Female,54,106401,No
135322,San Diego,Female,54,72972,No
135323,San Diego,Male,29,96484,No
135324,San Diego,Male,28,91256,No
135325,San Diego,Male,59,107116,No
135326,San Diego,Male,35,106130,No
135327,San Diego,Female,61,115906,No
135328,San Diego,Female,31,94879,No
135329,San Diego,Female,57,112000,No
135330,San Diego,Female,49,87024,No
135331,San Diego,Male,42,117480,No
135332,San Diego,Male,51,107187,No
135333,San Diego,Female,57,90301,No
135334,San Diego,Male,58,119273,No
135335,San Diego,Male,46,105719,Yes
135336,San Diego,Male,57,110661,No
135337,San Diego,Male,61,109566,No
135338,San Diego,Male,55,102319,No
135339,San Diego,Female,31,99589,No
135340,San Diego,Female,46,97303,No
135341,San Diego,Female,57,97599,No
135342,San Diego,Male,62,109572,No
135343,San Diego,Female,40,102482,Yes
135344,San Diego,Female,48,109892,No
135345,San Diego,Female,40,89695,No
135346,San Diego,Female,59,88929,No
135347,San Diego,Male,60,91859,No
135348,San Diego,Male,29,110906,Yes
135349,San Diego,Male,33,109639,No
135350,San Diego,Male,36,106539,No
135351,San Diego,Female,60,88632,No
135352,San Diego,Female,55,83764,No
135353,San Diego,Male,28,110024,No
135354,San Diego,Male,43,115600,No
135355,San Diego,Male,29,103855,No
135356,San Diego,Female,39,102892,No
135357,San Diego,Male,54,99739,No
135358,San Diego,Male,28,105807,No
135359,San Diego,Male,46,110169,No
135360,San Diego,Female,62,103717,No
135361,San Diego,Female,35,90477,No
135362,San Diego,Female,27,97366,No
135363,San Diego,Male,54,84394,No
135364,San Diego,Male,49,122946,No
135365,San Diego,Female,62,81519,No
135366,San Diego,Male,26,107846,No
135367,San Diego,Male,37,112102,No
135368,San Diego,Female,56,103087,No
135369,San Diego,Female,58,70308,No
135370,San Diego,Female,52,117661,No
135371,San Diego,Male,63,122973,No
135372,San Diego,Female,59,90476,No
135373,San Diego,Male,47,114130,No
135374,San Diego,Male,46,89904,No
135375,San Diego,Female,41,100136,No
135376,San Diego,Female,45,88502,No
135377,San Diego,Female,43,112149,No
135378,San Diego,Female,37,93407,No
135379,San Diego,Male,52,96445,No
135380,San Diego,Male,58,112801,No
135381,San Diego,Female,29,78766,No
135382,San Diego,Female,40,83005,No
135383,San Diego,Male,60,116354,No
135384,San Diego,Female,56,100995,No
135385,San Diego,Male,55,107484,No
135386,San Diego,Male,39,102590,No
135387,San Diego,Female,55,87460,No
135388,San Diego,Male,55,99861,No
135389,San Diego,Male,57,98798,No
135390,San Diego,Male,39,107046,No
135391,San Diego,Male,57,97375,No
135392,San Diego,Male,38,97597,No
135393,San Diego,Female,27,110786,No
135394,San Diego,Male,41,96648,No
135395,San Diego,Male,38,104661,No
135396,San Diego,Female,42,121082,No
135397,San Diego,Female,38,91388,No
135398,San Diego,Female,57,103687,No
135399,San Diego,Male,60,103705,No
135400,San Diego,Female,31,89674,No
135401,San Diego,Female,26,91548,No
135402,San Diego,Female,41,84727,No
135403,San Diego,Male,50,90245,No
135404,San Diego,Male,52,99838,No
135405,San Diego,Male,45,99615,No
135406,San Diego,Male,50,109429,Yes
135407,San Diego,Male,26,109004,No
135408,San Diego,Male,29,103095,No
135409,San Diego,Female,28,89458,No
135410,San Diego,Female,47,110369,No
135411,San Diego,Male,38,123035,No
135412,San Diego,Female,39,94342,No
135413,San Diego,Female,33,99168,No
135414,San Diego,Female,59,110337,No
135415,San Diego,Female,44,76376,No
135416,San Diego,Male,33,105087,No
135417,San Diego,Female,38,97062,No
135418,San Diego,Female,33,102432,No
135419,San Diego,Male,47,91415,No
135420,San Diego,Female,60,102945,No
135421,San Diego,Male,62,121789,No
135422,San Diego,Male,47,112625,No
135423,San Diego,Female,37,83390,Yes
135424,San Diego,Male,43,102668,No
135425,San Diego,Female,48,88492,No
135426,San Diego,Male,35,107837,No
135427,San Diego,Female,57,112405,Yes
135428,San Diego,Female,59,88409,No
135429,San Diego,Female,27,110405,No
135430,San Diego,Male,59,103322,No
135431,San Diego,Female,41,98578,No
135432,San Diego,Female,43,105466,No
135433,San Diego,Male,33,122191,No
135434,San Diego,Female,59,98007,Yes
135435,San Diego,Male,56,112383,No
135436,San Diego,Female,31,96895,No
135437,San Diego,Male,52,95103,No
135438,San Diego,Male,43,101602,Yes
135439,San Diego,Male,52,104232,No
135440,San Diego,Female,61,102452,No
135441,San Diego,Female,64,90553,No
135442,San Diego,Male,55,104545,Yes
135443,San Diego,Male,47,98390,No
135444,San Diego,Male,53,95564,No
135445,San Diego,Male,44,91298,No
135446,San Diego,Male,41,103038,No
135447,San Diego,Male,49,119872,No
135448,San Diego,Male,50,107137,No
135449,San Diego,Male,31,109847,No
135450,San Diego,Male,37,103940,Yes
135451,San Diego,Male,39,101631,No
135452,San Diego,Male,34,103735,No
135453,San Diego,Male,55,116898,Yes
135454,San Diego,Female,34,89694,No
135455,San Diego,Female,47,91186,No
135456,San Diego,Male,30,106082,No
135457,San Diego,Male,30,116896,No
135458,San Diego,Female,36,97062,No
135459,San Diego,Female,49,86319,No
135460,San Diego,Female,59,99902,No
135461,San Diego,Female,32,88909,No
135462,San Diego,Male,38,109602,No
135463,San Diego,Male,54,93899,No
135464,San Diego,Male,41,100617,No
135465,San Diego,Female,63,92819,No
135466,San Diego,Male,44,117593,No
135467,San Diego,Female,28,97353,No
135468,San Diego,Male,30,92052,No
135469,San Diego,Male,54,106886,No
135470,San Diego,Female,47,86439,No
135471,San Diego,Female,49,80782,No
135472,San Diego,Female,58,100031,No
135473,San Diego,Male,55,113672,No
135474,San Diego,Male,32,98296,No
135475,San Diego,Female,55,79629,No
135476,San Diego,Male,60,94286,No
135477,San Diego,Female,35,101610,No
135478,San Diego,Male,38,107795,No
135479,San Diego,Male,50,108766,No
